date,states,consumption
2019-10-02,West Bengal,156.5
2019-10-02,Sikkim,0.8
2019-10-02,Arunachal Pradesh,2.1
2019-10-02,Assam,29.1
2019-10-02,Manipur,2.2
2019-10-02,Meghalaya,6
2019-10-02,Mizoram,1.8
2019-10-02,Nagaland,1.9
2019-10-02,Tripura,4.9
2019-10-03,Punjab,108.1
2019-10-03,Haryana,126
2019-10-03,Rajasthan,231
2019-10-03,Delhi,68.9
2019-10-03,UP,282.8
2019-10-03,Uttarakhand,38.2
2019-10-03,HP,28.5
2019-10-03,J&K,50.2
2019-10-03,Chandigarh,3.7
2019-10-03,Chhattisgarh,81.2
2019-10-03,Gujarat,256.6
2019-10-03,MP,250.5
2019-10-03,Maharashtra,414.6
2019-10-03,Goa,9.5
2019-10-03,DNH,16.6
2019-10-03,Andhra Pradesh,159.1
2019-10-03,Telangana,179.7
2019-10-03,Karnataka,210.7
2019-10-03,Kerala,66.9
2019-10-03,Tamil Nadu,275.1
2019-10-03,Pondy,7.4
2019-10-03,Bihar,76.7
2019-10-03,Jharkhand,24.8
2019-10-03,Odisha,71.5
2019-10-03,West Bengal,114.3
2019-10-03,Sikkim,1.6
2019-10-03,Arunachal Pradesh,2.1
2019-10-03,Assam,23.9
2019-10-03,Manipur,2.9
2019-10-03,Meghalaya,6.4
2019-10-03,Mizoram,1.8
2019-10-03,Nagaland,2.1
2019-10-03,Tripura,3.9
2019-10-04,Punjab,116.9
2019-10-04,Haryana,131.7
2019-10-04,Rajasthan,237.6
2019-10-04,Delhi,72.2
2019-10-04,UP,295.3
2019-10-04,Uttarakhand,40.6
2019-10-04,HP,25.8
2019-10-04,J&K,52.5
2019-10-04,Chandigarh,3.8
2019-10-04,Chhattisgarh,80.1
2019-10-04,Gujarat,282.7
2019-10-04,MP,249.2
2019-10-04,Maharashtra,418.4
2019-10-04,Goa,9.5
2019-10-04,DNH,17.3
2019-10-04,Andhra Pradesh,151.4
2019-10-04,Telangana,171.6
2019-10-04,Karnataka,204.2
2019-10-04,Kerala,67.9
2019-10-04,Tamil Nadu,240.3
2019-10-04,Pondy,6.5
2019-10-04,Bihar,74.5
2019-10-04,Jharkhand,21.4
2019-10-04,Odisha,71.9
2019-10-04,West Bengal,116.8
2019-10-04,Sikkim,1.3
2019-10-04,Arunachal Pradesh,2.2
2019-10-04,Assam,22.9
2019-10-04,Manipur,2.9
2019-10-04,Meghalaya,6.5
2019-10-04,Mizoram,1.9
2019-10-04,Nagaland,2.1
2019-10-04,Tripura,3.8
2019-10-05,Punjab,118
2019-10-05,Haryana,132
2019-10-05,Rajasthan,240.9
2019-10-05,Delhi,72.3
2019-10-05,UP,291.3
2019-10-05,Uttarakhand,39.7
2019-10-05,HP,30.3
2019-10-05,J&K,48.5
2019-10-05,Chandigarh,4
2019-10-05,Chhattisgarh,79.5
2019-10-05,Gujarat,316.4
2019-10-05,MP,251.6
2019-10-05,Maharashtra,421.8
2019-10-05,Goa,9.5
2019-10-05,DNH,17.7
2019-10-05,Andhra Pradesh,151.2
2019-10-05,Telangana,174
2019-10-05,Karnataka,212.2
2019-10-05,Kerala,67.1
2019-10-05,Tamil Nadu,227.9
2019-10-05,Pondy,6
2019-10-05,Bihar,73.9
2019-10-05,Jharkhand,22.8
2019-10-05,Odisha,73.8
2019-10-05,West Bengal,121.4
2019-10-05,Sikkim,1.4
2019-10-05,Arunachal Pradesh,2.1
2019-10-05,Assam,21.4
2019-10-05,Manipur,2.9
2019-10-05,Meghalaya,6.1
2019-10-05,Mizoram,1.8
2019-10-05,Nagaland,2.2
2019-10-05,Tripura,3.9
2019-10-06,Punjab,120.1
2019-10-06,Haryana,131.3
2019-10-06,Rajasthan,244.1
2019-10-06,Delhi,72.2
2019-10-06,UP,293.4
2019-10-06,Uttarakhand,39.1
2019-10-06,HP,29.7
2019-10-06,J&K,50.3
2019-10-06,Chandigarh,3.8
2019-10-06,Chhattisgarh,77.8
2019-10-06,Gujarat,327.5
2019-10-06,MP,251.9
2019-10-06,Maharashtra,421
2019-10-06,Goa,9.5
2019-10-06,DNH,17.9
2019-10-06,Andhra Pradesh,157
2019-10-06,Telangana,178.2
2019-10-06,Karnataka,215.5
2019-10-06,Kerala,66.3
2019-10-06,Tamil Nadu,238.1
2019-10-06,Pondy,6
2019-10-06,Bihar,75.3
2019-10-06,Jharkhand,22.4
2019-10-06,Odisha,71.8
2019-10-06,West Bengal,117.2
2019-10-06,Sikkim,1.4
2019-10-06,Arunachal Pradesh,2.2
2019-10-06,Assam,22.8
2019-10-06,Manipur,2.8
2019-10-06,Meghalaya,6.6
2019-10-06,Mizoram,1.9
2019-10-06,Nagaland,2.1
2019-10-06,Tripura,4.1
2019-10-08,Punjab,119
2019-10-08,Haryana,132.4
2019-10-08,Rajasthan,241.1
2019-10-08,Delhi,73.9
2019-10-08,UP,294.9
2019-10-08,Uttarakhand,39.5
2019-10-08,HP,29.9
2019-10-08,J&K,51.6
2019-10-08,Chandigarh,3.8
2019-10-08,Chhattisgarh,82.9
2019-10-08,Gujarat,329.8
2019-10-08,MP,253.4
2019-10-08,Maharashtra,413.7
2019-10-08,Goa,11.9
2019-10-08,DNH,17.8
2019-10-08,Andhra Pradesh,163.4
2019-10-08,Telangana,182.1
2019-10-08,Karnataka,215.6
2019-10-08,Kerala,66.4
2019-10-08,Tamil Nadu,265.1
2019-10-08,Pondy,6.7
2019-10-08,Bihar,76.7
2019-10-08,Jharkhand,21.7
2019-10-08,Odisha,72.8
2019-10-08,West Bengal,121.5
2019-10-08,Sikkim,1.4
2019-10-08,Arunachal Pradesh,2.2
2019-10-08,Assam,23.3
2019-10-08,Manipur,2.8
2019-10-08,Meghalaya,5.4
2019-10-08,Mizoram,1.7
2019-10-08,Nagaland,2.2
2019-10-08,Tripura,4.2
2019-10-09,Punjab,114.9
2019-10-09,Haryana,129.5
2019-10-09,Rajasthan,242
2019-10-09,Delhi,66.2
2019-10-09,UP,293.8
2019-10-09,Uttarakhand,39.1
2019-10-09,HP,29.3
2019-10-09,J&K,50.4
2019-10-09,Chandigarh,3.6
2019-10-09,Chhattisgarh,83.3
2019-10-09,Gujarat,329
2019-10-09,MP,250.8
2019-10-09,Maharashtra,413.1
2019-10-09,Goa,12
2019-10-09,DNH,16.8
2019-10-09,Andhra Pradesh,165.2
2019-10-09,Telangana,182.5
2019-10-09,Karnataka,211.7
2019-10-09,Kerala,66.1
2019-10-09,Tamil Nadu,268
2019-10-09,Pondy,7
2019-10-09,Bihar,75.1
2019-10-09,Jharkhand,21.7
2019-10-09,Odisha,74
2019-10-09,West Bengal,122.6
2019-10-09,Sikkim,1.3
2019-10-09,Arunachal Pradesh,2.3
2019-10-09,Assam,23.2
2019-10-09,Manipur,2.8
2019-10-09,Meghalaya,6.6
2019-10-09,Mizoram,1.6
2019-10-09,Nagaland,2.1
2019-10-09,Tripura,4.1
2019-10-10,Punjab,109.1
2019-10-10,Haryana,118.6
2019-10-10,Rajasthan,239.6
2019-10-10,Delhi,64.6
2019-10-10,UP,280
2019-10-10,Uttarakhand,36.2
2019-10-10,HP,25.3
2019-10-10,J&K,49
2019-10-10,Chandigarh,3.4
2019-10-10,Chhattisgarh,84.7
2019-10-10,Gujarat,321.9
2019-10-10,MP,250.8
2019-10-10,Maharashtra,403.2
2019-10-10,Goa,12
2019-10-10,DNH,17.2
2019-10-10,Andhra Pradesh,163.4
2019-10-10,Telangana,181.2
2019-10-10,Karnataka,197.4
2019-10-10,Kerala,58.8
2019-10-10,Tamil Nadu,264.6
2019-10-10,Pondy,6.5
2019-10-10,Bihar,76.2
2019-10-10,Jharkhand,23.2
2019-10-10,Odisha,73.3
2019-10-10,West Bengal,111
2019-10-10,Sikkim,1.1
2019-10-10,Arunachal Pradesh,2.3
2019-10-10,Assam,22.2
2019-10-10,Manipur,3
2019-10-10,Meghalaya,6.4
2019-10-10,Mizoram,1.8
2019-10-10,Nagaland,2.1
2019-10-10,Tripura,4
2019-10-11,Punjab,156.3
2019-10-11,Haryana,152.5
2019-10-11,Rajasthan,215.5
2019-10-11,Delhi,110.5
2019-10-11,UP,399.9
2019-10-11,Uttarakhand,42.9
2019-10-11,HP,27.7
2019-10-11,J&K,46.6
2019-10-11,Chandigarh,5.1
2019-10-11,Chhattisgarh,91.9
2019-10-11,Gujarat,378.4
2019-10-11,MP,200.3
2019-10-11,Maharashtra,499.8
2019-10-11,Goa,11.5
2019-10-11,DNH,18
2019-10-11,Andhra Pradesh,193.3
2019-10-11,Telangana,167.1
2019-10-11,Karnataka,219.6
2019-10-11,Kerala,85.3
2019-10-11,Tamil Nadu,341.5
2019-10-11,Pondy,9
2019-10-11,Bihar,104.2
2019-10-11,Jharkhand,26.5
2019-10-11,Odisha,91
2019-10-11,West Bengal,174.5
2019-10-11,Sikkim,1.1
2019-10-11,Arunachal Pradesh,1.8
2019-10-11,Assam,19
2019-10-11,Manipur,2.1
2019-10-11,Meghalaya,4.7
2019-10-11,Mizoram,1.7
2019-10-11,Nagaland,1.8
2019-10-11,Tripura,4.6
2019-10-12,Punjab,151.4
2019-10-12,Haryana,152.1
2019-10-12,Rajasthan,212.5
2019-10-12,Delhi,106
2019-10-12,UP,405.6
2019-10-12,Uttarakhand,43
2019-10-12,HP,28
2019-10-12,J&K,46.5
2019-10-12,Chandigarh,4.8
2019-10-12,Chhattisgarh,90.3
2019-10-12,Gujarat,378.9
2019-10-12,MP,208.4
2019-10-12,Maharashtra,500.6
2019-10-12,Goa,11.5
2019-10-12,DNH,18.2
2019-10-12,Andhra Pradesh,197
2019-10-12,Telangana,169.7
2019-10-12,Karnataka,223.6
2019-10-12,Kerala,85.1
2019-10-12,Tamil Nadu,344.4
2019-10-12,Pondy,8.9
2019-10-12,Bihar,100.3
2019-10-12,Jharkhand,23.7
2019-10-12,Odisha,81.6
2019-10-12,West Bengal,157.1
2019-10-12,Sikkim,1.2
2019-10-12,Arunachal Pradesh,2.1
2019-10-12,Assam,21.5
2019-10-12,Manipur,2.4
2019-10-12,Meghalaya,5.1
2019-10-12,Mizoram,1.9
2019-10-12,Nagaland,1.9
2019-10-12,Tripura,4
2019-10-13,Punjab,153.8
2019-10-13,Haryana,150.7
2019-10-13,Rajasthan,221.5
2019-10-13,Delhi,102.7
2019-10-13,UP,401.4
2019-10-13,Uttarakhand,41.7
2019-10-13,HP,29.6
2019-10-13,J&K,45.9
2019-10-13,Chandigarh,4.8
2019-10-13,Chhattisgarh,87.4
2019-10-13,Gujarat,376.5
2019-10-13,MP,213.9
2019-10-13,Maharashtra,497.9
2019-10-13,Goa,11.5
2019-10-13,DNH,18.1
2019-10-13,Andhra Pradesh,196.7
2019-10-13,Telangana,170.1
2019-10-13,Karnataka,225.7
2019-10-13,Kerala,84.6
2019-10-13,Tamil Nadu,339.4
2019-10-13,Pondy,9.4
2019-10-13,Bihar,100.2
2019-10-13,Jharkhand,25.5
2019-10-13,Odisha,81
2019-10-13,West Bengal,166.7
2019-10-13,Sikkim,1.1
2019-10-13,Arunachal Pradesh,2.1
2019-10-13,Assam,23.8
2019-10-13,Manipur,2.4
2019-10-13,Meghalaya,5.1
2019-10-13,Mizoram,1.7
2019-10-13,Nagaland,2.2
2019-10-13,Tripura,4.2
2019-10-14,Punjab,151.1
2019-10-14,Haryana,151.4
2019-10-14,Rajasthan,211.8
2019-10-14,Delhi,101.8
2019-10-14,UP,404.7
2019-10-14,Uttarakhand,40.7
2019-10-14,HP,28.2
2019-10-14,J&K,46
2019-10-14,Chandigarh,4.6
2019-10-14,Chhattisgarh,90.4
2019-10-14,Gujarat,377.8
2019-10-14,MP,215.3
2019-10-14,Maharashtra,495.2
2019-10-14,Goa,11.5
2019-10-14,DNH,18.2
2019-10-14,Andhra Pradesh,197.6
2019-10-14,Telangana,170.1
2019-10-14,Karnataka,225
2019-10-14,Kerala,83.4
2019-10-14,Tamil Nadu,343.8
2019-10-14,Pondy,9.2
2019-10-14,Bihar,99.5
2019-10-14,Jharkhand,26.3
2019-10-14,Odisha,82.2
2019-10-14,West Bengal,184.1
2019-10-14,Sikkim,0.9
2019-10-14,Arunachal Pradesh,2.2
2019-10-14,Assam,24.9
2019-10-14,Manipur,2.2
2019-10-14,Meghalaya,5.3
2019-10-14,Mizoram,1.8
2019-10-14,Nagaland,1.9
2019-10-14,Tripura,4.4
2019-10-15,Punjab,137.9
2019-10-15,Haryana,143.5
2019-10-15,Rajasthan,192.2
2019-10-15,Delhi,100.9
2019-10-15,UP,394.2
2019-10-15,Uttarakhand,40.8
2019-10-15,HP,28.2
2019-10-15,J&K,46.1
2019-10-15,Chandigarh,4.7
2019-10-15,Chhattisgarh,94.1
2019-10-15,Gujarat,374.3
2019-10-15,MP,216.6
2019-10-15,Maharashtra,495.1
2019-10-15,Goa,11.5
2019-10-15,DNH,17.9
2019-10-15,Andhra Pradesh,197.4
2019-10-15,Telangana,175.9
2019-10-15,Karnataka,222.2
2019-10-15,Kerala,83.6
2019-10-15,Tamil Nadu,348.3
2019-10-15,Pondy,9.2
2019-10-15,Bihar,103.1
2019-10-15,Jharkhand,28.9
2019-10-15,Odisha,90
2019-10-15,West Bengal,192.9
2019-10-15,Sikkim,1.1
2019-10-15,Arunachal Pradesh,2.3
2019-10-15,Assam,24.8
2019-10-15,Manipur,2.3
2019-10-15,Meghalaya,5
2019-10-15,Mizoram,1.7
2019-10-15,Nagaland,2.1
2019-10-15,Tripura,4.4
2019-10-16,Punjab,136.9
2019-10-16,Haryana,137.8
2019-10-16,Rajasthan,194.9
2019-10-16,Delhi,88.4
2019-10-16,UP,364.1
2019-10-16,Uttarakhand,41.7
2019-10-16,HP,27.2
2019-10-16,J&K,45.9
2019-10-16,Chandigarh,4.4
2019-10-16,Chhattisgarh,91
2019-10-16,Gujarat,371.8
2019-10-16,MP,213.3
2019-10-16,Maharashtra,496.7
2019-10-16,Goa,11.5
2019-10-16,DNH,17.8
2019-10-16,Andhra Pradesh,197.7
2019-10-16,Telangana,173.4
2019-10-16,Karnataka,220.9
2019-10-16,Kerala,81.5
2019-10-16,Tamil Nadu,335.7
2019-10-16,Pondy,9
2019-10-16,Bihar,103.6
2019-10-16,Jharkhand,28.6
2019-10-16,Odisha,94.9
2019-10-16,West Bengal,192.9
2019-10-16,Sikkim,1.1
2019-10-16,Arunachal Pradesh,2.2
2019-10-16,Assam,24.5
2019-10-16,Manipur,2.5
2019-10-16,Meghalaya,5.3
2019-10-16,Mizoram,1.7
2019-10-16,Nagaland,2
2019-10-16,Tripura,4.2
2019-10-17,Punjab,134.9
2019-10-17,Haryana,141.2
2019-10-17,Rajasthan,211.2
2019-10-17,Delhi,89.8
2019-10-17,UP,400.3
2019-10-17,Uttarakhand,40.8
2019-10-17,HP,23.7
2019-10-17,J&K,46.8
2019-10-17,Chandigarh,3.9
2019-10-17,Chhattisgarh,91.8
2019-10-17,Gujarat,360.5
2019-10-17,MP,211.6
2019-10-17,Maharashtra,481.3
2019-10-17,Goa,11.5
2019-10-17,DNH,17.4
2019-10-17,Andhra Pradesh,196.5
2019-10-17,Telangana,166.2
2019-10-17,Karnataka,211.5
2019-10-17,Kerala,78.2
2019-10-17,Tamil Nadu,320.9
2019-10-17,Pondy,8.3
2019-10-17,Bihar,106.3
2019-10-17,Jharkhand,27.8
2019-10-17,Odisha,92.6
2019-10-17,West Bengal,172
2019-10-17,Sikkim,1
2019-10-17,Arunachal Pradesh,2.1
2019-10-17,Assam,25.3
2019-10-17,Manipur,2.4
2019-10-17,Meghalaya,5.1
2019-10-17,Mizoram,1.6
2019-10-17,Nagaland,2
2019-10-17,Tripura,4
2019-10-18,Punjab,96.1
2019-10-18,Haryana,120.7
2019-10-18,Rajasthan,226.5
2019-10-18,Delhi,74.9
2019-10-18,UP,296.5
2019-10-18,Uttarakhand,39.3
2019-10-18,HP,28.4
2019-10-18,J&K,33.6
2019-10-18,Chandigarh,4.6
2019-10-18,Chhattisgarh,77
2019-10-18,Gujarat,324.1
2019-10-18,MP,245.5
2019-10-18,Maharashtra,445.4
2019-10-18,Goa,9.4
2019-10-18,DNH,18.9
2019-10-18,Andhra Pradesh,170.4
2019-10-18,Telangana,211
2019-10-18,Karnataka,222.7
2019-10-18,Kerala,69.3
2019-10-18,Tamil Nadu,294.7
2019-10-18,Pondy,7.1
2019-10-18,Bihar,83.8
2019-10-18,Jharkhand,24.6
2019-10-18,Odisha,66.2
2019-10-18,West Bengal,110.9
2019-10-18,Sikkim,2.1
2019-10-18,Arunachal Pradesh,2.2
2019-10-18,Assam,23.1
2019-10-18,Manipur,2.7
2019-10-18,Meghalaya,5.9
2019-10-18,Mizoram,1.6
2019-10-18,Nagaland,2.2
2019-10-18,Tripura,3.5
2019-10-19,Punjab,105.4
2019-10-19,Haryana,123.2
2019-10-19,Rajasthan,226.8
2019-10-19,Delhi,74.9
2019-10-19,UP,289.5
2019-10-19,Uttarakhand,38.9
2019-10-19,HP,28.7
2019-10-19,J&K,38.1
2019-10-19,Chandigarh,4.7
2019-10-19,Chhattisgarh,78.4
2019-10-19,Gujarat,257.6
2019-10-19,MP,247.7
2019-10-19,Maharashtra,452.7
2019-10-19,Goa,10.5
2019-10-19,DNH,18.1
2019-10-19,Andhra Pradesh,166.7
2019-10-19,Telangana,211.4
2019-10-19,Karnataka,230.7
2019-10-19,Kerala,70.4
2019-10-19,Tamil Nadu,287
2019-10-19,Pondy,7.1
2019-10-19,Bihar,82.5
2019-10-19,Jharkhand,24.8
2019-10-19,Odisha,68.2
2019-10-19,West Bengal,113.8
2019-10-19,Sikkim,1.9
2019-10-19,Arunachal Pradesh,2.3
2019-10-19,Assam,22.3
2019-10-19,Manipur,2.6
2019-10-19,Meghalaya,6
2019-10-19,Mizoram,1.6
2019-10-19,Nagaland,2.1
2019-10-19,Tripura,3.7
2019-10-20,Punjab,111.4
2019-10-20,Haryana,127.7
2019-10-20,Rajasthan,233.3
2019-10-20,Delhi,75.4
2019-10-20,UP,284
2019-10-20,Uttarakhand,39.1
2019-10-20,HP,30.7
2019-10-20,J&K,43.8
2019-10-20,Chandigarh,4.6
2019-10-20,Chhattisgarh,77.8
2019-10-20,Gujarat,273.3
2019-10-20,MP,236.9
2019-10-20,Maharashtra,441.2
2019-10-20,Goa,10.1
2019-10-20,DNH,17.9
2019-10-20,Andhra Pradesh,156
2019-10-20,Telangana,201.5
2019-10-20,Karnataka,220.5
2019-10-20,Kerala,70.2
2019-10-20,Tamil Nadu,238.5
2019-10-20,Pondy,5.7
2019-10-20,Bihar,80.7
2019-10-20,Jharkhand,24.9
2019-10-20,Odisha,67.8
2019-10-20,West Bengal,111.2
2019-10-20,Sikkim,1.9
2019-10-20,Arunachal Pradesh,2.2
2019-10-20,Assam,20.5
2019-10-20,Manipur,2.7
2019-10-20,Meghalaya,5.9
2019-10-20,Mizoram,1.3
2019-10-20,Nagaland,2.1
2019-10-20,Tripura,3.8
2019-10-21,Punjab,112
2019-10-21,Haryana,125.3
2019-10-21,Rajasthan,225.9
2019-10-21,Delhi,76.4
2019-10-21,UP,253.9
2019-10-21,Uttarakhand,39.8
2019-10-21,HP,31.1
2019-10-21,J&K,42.2
2019-10-21,Chandigarh,4.7
2019-10-21,Chhattisgarh,78.8
2019-10-21,Gujarat,309.7
2019-10-21,MP,214.5
2019-10-21,Maharashtra,438.8
2019-10-21,Goa,10
2019-10-21,DNH,18.2
2019-10-21,Andhra Pradesh,153.7
2019-10-21,Telangana,200.8
2019-10-21,Karnataka,227.3
2019-10-21,Kerala,70.1
2019-10-21,Tamil Nadu,227.2
2019-10-21,Pondy,5.2
2019-10-21,Bihar,77.1
2019-10-21,Jharkhand,25.4
2019-10-21,Odisha,65.6
2019-10-21,West Bengal,113.8
2019-10-21,Sikkim,1.9
2019-10-21,Arunachal Pradesh,2.3
2019-10-21,Assam,20.9
2019-10-21,Manipur,3.2
2019-10-21,Meghalaya,6.1
2019-10-21,Mizoram,1.6
2019-10-21,Nagaland,2.2
2019-10-21,Tripura,3.7
2019-10-22,Punjab,111.6
2019-10-22,Haryana,125.3
2019-10-22,Rajasthan,228.1
2019-10-22,Delhi,77.3
2019-10-22,UP,260.9
2019-10-22,Uttarakhand,39.1
2019-10-22,HP,31.1
2019-10-22,J&K,49.6
2019-10-22,Chandigarh,4.6
2019-10-22,Chhattisgarh,79.3
2019-10-22,Gujarat,322.9
2019-10-22,MP,225
2019-10-22,Maharashtra,431.4
2019-10-22,Goa,9.5
2019-10-22,DNH,18
2019-10-22,Andhra Pradesh,167.5
2019-10-22,Telangana,209.8
2019-10-22,Karnataka,233
2019-10-22,Kerala,71.4
2019-10-22,Tamil Nadu,246.6
2019-10-22,Pondy,5.4
2019-10-22,Bihar,74.2
2019-10-22,Jharkhand,25.2
2019-10-22,Odisha,67.9
2019-10-22,West Bengal,115
2019-10-22,Sikkim,2
2019-10-22,Arunachal Pradesh,2.2
2019-10-22,Assam,22
2019-10-22,Manipur,2.8
2019-10-22,Meghalaya,6
2019-10-22,Mizoram,1.6
2019-10-22,Nagaland,2.3
2019-10-22,Tripura,3.6
2019-10-23,Punjab,110.4
2019-10-23,Haryana,126.1
2019-10-23,Rajasthan,230.2
2019-10-23,Delhi,73.3
2019-10-23,UP,279.8
2019-10-23,Uttarakhand,39.6
2019-10-23,HP,31.3
2019-10-23,J&K,49.9
2019-10-23,Chandigarh,4.3
2019-10-23,Chhattisgarh,72.5
2019-10-23,Gujarat,322.1
2019-10-23,MP,230.2
2019-10-23,Maharashtra,431.8
2019-10-23,Goa,9.3
2019-10-23,DNH,18.1
2019-10-23,Andhra Pradesh,169.5
2019-10-23,Telangana,209.8
2019-10-23,Karnataka,228.3
2019-10-23,Kerala,72.3
2019-10-23,Tamil Nadu,262.1
2019-10-23,Pondy,6.1
2019-10-23,Bihar,73
2019-10-23,Jharkhand,24.3
2019-10-23,Odisha,68.4
2019-10-23,West Bengal,116
2019-10-23,Sikkim,1.2
2019-10-23,Arunachal Pradesh,2.2
2019-10-23,Assam,22.6
2019-10-23,Manipur,2.6
2019-10-23,Meghalaya,6.1
2019-10-23,Mizoram,1.6
2019-10-23,Nagaland,2.3
2019-10-23,Tripura,3.5
2019-10-24,Punjab,104.6
2019-10-24,Haryana,115.6
2019-10-24,Rajasthan,228.2
2019-10-24,Delhi,71.7
2019-10-24,UP,271.3
2019-10-24,Uttarakhand,36.7
2019-10-24,HP,28.7
2019-10-24,J&K,50
2019-10-24,Chandigarh,3.9
2019-10-24,Chhattisgarh,78.7
2019-10-24,Gujarat,313.5
2019-10-24,MP,229.3
2019-10-24,Maharashtra,426.8
2019-10-24,Goa,8.7
2019-10-24,DNH,18.1
2019-10-24,Andhra Pradesh,170.2
2019-10-24,Telangana,208.6
2019-10-24,Karnataka,192.3
2019-10-24,Kerala,67.8
2019-10-24,Tamil Nadu,246.7
2019-10-24,Pondy,6
2019-10-24,Bihar,75
2019-10-24,Jharkhand,24
2019-10-24,Odisha,68.4
2019-10-24,West Bengal,107.4
2019-10-24,Sikkim,1.6
2019-10-24,Arunachal Pradesh,2.2
2019-10-24,Assam,22.7
2019-10-24,Manipur,2.6
2019-10-24,Meghalaya,6.1
2019-10-24,Mizoram,1.6
2019-10-24,Nagaland,2.2
2019-10-24,Tripura,3.4
2019-10-25,Punjab,256.1
2019-10-25,Haryana,206.9
2019-10-25,Rajasthan,211.5
2019-10-25,Delhi,115.5
2019-10-25,UP,449.7
2019-10-25,Uttarakhand,39.9
2019-10-25,HP,29.1
2019-10-25,J&K,42.9
2019-10-25,Chandigarh,6
2019-10-25,Chhattisgarh,92.7
2019-10-25,Gujarat,270.6
2019-10-25,MP,195.4
2019-10-25,Maharashtra,379
2019-10-25,Goa,10.3
2019-10-25,DNH,18.5
2019-10-25,Andhra Pradesh,186
2019-10-25,Telangana,196.4
2019-10-25,Karnataka,154.5
2019-10-25,Kerala,55
2019-10-25,Tamil Nadu,306.7
2019-10-25,Pondy,8.5
2019-10-25,Bihar,110.7
2019-10-25,Jharkhand,24.5
2019-10-25,Odisha,94.1
2019-10-25,West Bengal,164.8
2019-10-25,Sikkim,0.8
2019-10-25,Arunachal Pradesh,2.2
2019-10-25,Assam,33.9
2019-10-25,Manipur,2.4
2019-10-25,Meghalaya,5.2
2019-10-25,Mizoram,1.7
2019-10-25,Nagaland,2.4
2019-10-25,Tripura,5.5
2019-10-26,Punjab,229.1
2019-10-26,Haryana,204.7
2019-10-26,Rajasthan,214.5
2019-10-26,Delhi,117.8
2019-10-26,UP,420.6
2019-10-26,Uttarakhand,41.4
2019-10-26,HP,29.6
2019-10-26,J&K,38.7
2019-10-26,Chandigarh,6.3
2019-10-26,Chhattisgarh,87.9
2019-10-26,Gujarat,292.7
2019-10-26,MP,186.9
2019-10-26,Maharashtra,396.2
2019-10-26,Goa,10.5
2019-10-26,DNH,18.9
2019-10-26,Andhra Pradesh,183.4
2019-10-26,Telangana,191.9
2019-10-26,Karnataka,160.5
2019-10-26,Kerala,58.6
2019-10-26,Tamil Nadu,312.4
2019-10-26,Pondy,8.6
2019-10-26,Bihar,96.5
2019-10-26,Jharkhand,22.9
2019-10-26,Odisha,91.3
2019-10-26,West Bengal,150.5
2019-10-26,Sikkim,0.8
2019-10-26,Arunachal Pradesh,2.2
2019-10-26,Assam,32.6
2019-10-26,Manipur,2.4
2019-10-26,Meghalaya,5.1
2019-10-26,Mizoram,1.8
2019-10-26,Nagaland,2.4
2019-10-26,Tripura,4.7
2019-10-27,Punjab,233.8
2019-10-27,Haryana,192.2
2019-10-27,Rajasthan,207.5
2019-10-27,Delhi,113.9
2019-10-27,UP,393
2019-10-27,Uttarakhand,42.3
2019-10-27,HP,29.4
2019-10-27,J&K,35.7
2019-10-27,Chandigarh,6
2019-10-27,Chhattisgarh,80.5
2019-10-27,Gujarat,293.4
2019-10-27,MP,169.4
2019-10-27,Maharashtra,399.4
2019-10-27,Goa,10.5
2019-10-27,DNH,18.5
2019-10-27,Andhra Pradesh,183.6
2019-10-27,Telangana,200.8
2019-10-27,Karnataka,161.3
2019-10-27,Kerala,59.4
2019-10-27,Tamil Nadu,306.8
2019-10-27,Pondy,8.1
2019-10-27,Bihar,99.9
2019-10-27,Jharkhand,23.2
2019-10-27,Odisha,93.9
2019-10-27,West Bengal,152.2
2019-10-27,Sikkim,0.7
2019-10-27,Arunachal Pradesh,2.1
2019-10-27,Assam,33.4
2019-10-27,Manipur,2.5
2019-10-27,Meghalaya,5.5
2019-10-27,Mizoram,1.7
2019-10-27,Nagaland,2.2
2019-10-27,Tripura,5.4
2019-10-28,Punjab,220.4
2019-10-28,Haryana,170.6
2019-10-28,Rajasthan,171
2019-10-28,Delhi,98.7
2019-10-28,UP,379.2
2019-10-28,Uttarakhand,33.8
2019-10-28,HP,22.8
2019-10-28,J&K,40.3
2019-10-28,Chandigarh,5.2
2019-10-28,Chhattisgarh,80.3
2019-10-28,Gujarat,231.5
2019-10-28,MP,140.7
2019-10-28,Maharashtra,344.5
2019-10-28,Goa,10.5
2019-10-28,DNH,14.9
2019-10-28,Andhra Pradesh,184.7
2019-10-28,Telangana,190.6
2019-10-28,Karnataka,149.9
2019-10-28,Kerala,58.1
2019-10-28,Tamil Nadu,286
2019-10-28,Pondy,7.3
2019-10-28,Bihar,104.7
2019-10-28,Jharkhand,24.5
2019-10-28,Odisha,96.6
2019-10-28,West Bengal,138.2
2019-10-28,Sikkim,0.5
2019-10-28,Arunachal Pradesh,2.2
2019-10-28,Assam,30.3
2019-10-28,Manipur,2.5
2019-10-28,Meghalaya,5.6
2019-10-28,Mizoram,1.6
2019-10-28,Nagaland,2.3
2019-10-28,Tripura,4.7
2019-10-29,Punjab,226.5
2019-10-29,Haryana,177.7
2019-10-29,Rajasthan,156
2019-10-29,Delhi,107.7
2019-10-29,UP,377.1
