date,states,consumption
2019-01-02,Punjab,119.9
2019-01-02,Haryana,130.3
2019-01-02,Rajasthan,234.1
2019-01-02,Delhi,85.8
2019-01-02,UP,313.9
2019-01-02,Uttarakhand,40.7
2019-01-02,HP,30
2019-01-02,J&K,52.5
2019-01-02,Chandigarh,5
2019-01-02,Chhattisgarh,78.7
2019-01-02,Gujarat,319.5
2019-01-02,MP,253
2019-01-02,Maharashtra,428.6
2019-01-02,Goa,12.8
2019-01-02,DNH,18.6
2019-01-02,Andhra Pradesh,164.6
2019-01-02,Telangana,204.2
2019-01-02,Karnataka,206.3
2019-01-02,Kerala,72.7
2019-01-02,Tamil Nadu,268.3
2019-01-02,Pondy,6.3
2019-01-02,Bihar,82.3
2019-01-02,Jharkhand,24.8
2019-01-02,Odisha,70.2
2019-01-02,West Bengal,108.2
2019-01-02,Sikkim,2
2019-01-02,Arunachal Pradesh,2.1
2019-01-02,Assam,21.7
2019-01-02,Manipur,2.7
2019-01-02,Meghalaya,6.1
2019-01-02,Mizoram,1.9
2019-01-02,Nagaland,2.2
2019-01-02,Tripura,3.4
2019-01-03,Punjab,121.9
2019-01-03,Haryana,133.5
2019-01-03,Rajasthan,240.2
2019-01-03,Delhi,85.5
2019-01-03,UP,311.8
2019-01-03,Uttarakhand,39.3
2019-01-03,HP,30.1
2019-01-03,J&K,54.1
2019-01-03,Chandigarh,4.9
2019-01-03,Chhattisgarh,78.8
2019-01-03,Gujarat,316.7
2019-01-03,MP,253.6
2019-01-03,Maharashtra,419.6
2019-01-03,Goa,13.7
2019-01-03,DNH,18.2
2019-01-03,Andhra Pradesh,170.1
2019-01-03,Telangana,204.5
2019-01-03,Karnataka,212.2
2019-01-03,Kerala,73.6
2019-01-03,Tamil Nadu,285.2
2019-01-03,Pondy,6.5
2019-01-03,Bihar,82
2019-01-03,Jharkhand,25.6
2019-01-03,Odisha,67.9
2019-01-03,West Bengal,110.2
2019-01-03,Sikkim,1.9
2019-01-03,Arunachal Pradesh,2.2
2019-01-03,Assam,23.4
2019-01-03,Manipur,2.4
2019-01-03,Meghalaya,6.5
2019-01-03,Mizoram,1.8
2019-01-03,Nagaland,2.2
2019-01-03,Tripura,3.6
2019-01-04,Punjab,118.8
2019-01-04,Haryana,128.2
2019-01-04,Rajasthan,239.8
2019-01-04,Delhi,83.5
2019-01-04,UP,320.7
2019-01-04,Uttarakhand,38.1
2019-01-04,HP,30.1
2019-01-04,J&K,53.2
2019-01-04,Chandigarh,4.8
2019-01-04,Chhattisgarh,74.8
2019-01-04,Gujarat,301.9
2019-01-04,MP,239.3
2019-01-04,Maharashtra,395.8
2019-01-04,Goa,12.6
2019-01-04,DNH,16.7
2019-01-04,Andhra Pradesh,165.2
2019-01-04,Telangana,201.2
2019-01-04,Karnataka,205.3
2019-01-04,Kerala,73.4
2019-01-04,Tamil Nadu,270.3
2019-01-04,Pondy,6.4
2019-01-04,Bihar,82.9
2019-01-04,Jharkhand,26.3
2019-01-04,Odisha,66.3
2019-01-04,West Bengal,106.8
2019-01-04,Sikkim,1.7
2019-01-04,Arunachal Pradesh,2.2
2019-01-04,Assam,21.7
2019-01-04,Manipur,2.4
2019-01-04,Meghalaya,6.3
2019-01-04,Mizoram,1.7
2019-01-04,Nagaland,2.2
2019-01-04,Tripura,3.5
2019-01-05,Punjab,121
2019-01-05,Haryana,127.5
2019-01-05,Rajasthan,239.1
2019-01-05,Delhi,79.2
2019-01-05,UP,299
2019-01-05,Uttarakhand,39.2
2019-01-05,HP,30.2
2019-01-05,J&K,51.5
2019-01-05,Chandigarh,4.3
2019-01-05,Chhattisgarh,69
2019-01-05,Gujarat,313.2
2019-01-05,MP,228.2
2019-01-05,Maharashtra,411.1
2019-01-05,Goa,13
2019-01-05,DNH,17.6
2019-01-05,Andhra Pradesh,167.4
2019-01-05,Telangana,201.7
2019-01-05,Karnataka,212.4
2019-01-05,Kerala,75.4
2019-01-05,Tamil Nadu,286.8
2019-01-05,Pondy,6.6
2019-01-05,Bihar,77
2019-01-05,Jharkhand,23
2019-01-05,Odisha,65.8
2019-01-05,West Bengal,107
2019-01-05,Sikkim,2
2019-01-05,Arunachal Pradesh,2.2
2019-01-05,Assam,22.5
2019-01-05,Manipur,2.7
2019-01-05,Meghalaya,5.7
2019-01-05,Mizoram,1.8
2019-01-05,Nagaland,2.3
2019-01-05,Tripura,3.5
2019-01-06,Punjab,121.4
2019-01-06,Haryana,132.6
2019-01-06,Rajasthan,240.4
2019-01-06,Delhi,76.6
2019-01-06,UP,286.8
2019-01-06,Uttarakhand,39.2
2019-01-06,HP,31
2019-01-06,J&K,53.2
2019-01-06,Chandigarh,4.3
2019-01-06,Chhattisgarh,68.1
2019-01-06,Gujarat,320.7
2019-01-06,MP,227.4
2019-01-06,Maharashtra,408.6
2019-01-06,Goa,12.9
2019-01-06,DNH,18.6
2019-01-06,Andhra Pradesh,171.2
2019-01-06,Telangana,194.9
2019-01-06,Karnataka,217.5
2019-01-06,Kerala,75.4
2019-01-06,Tamil Nadu,298.3
2019-01-06,Pondy,7.2
2019-01-06,Bihar,76.4
2019-01-06,Jharkhand,22.6
2019-01-06,Odisha,62.9
2019-01-06,West Bengal,106.4
2019-01-06,Sikkim,2
2019-01-06,Arunachal Pradesh,2.2
2019-01-06,Assam,21.7
2019-01-06,Manipur,2.7
2019-01-06,Meghalaya,6.2
2019-01-06,Mizoram,1.9
2019-01-06,Nagaland,2.3
2019-01-06,Tripura,3.3
2019-01-07,Punjab,118
2019-01-07,Haryana,132.1
2019-01-07,Rajasthan,241.9
2019-01-07,Delhi,71.1
2019-01-07,UP,294.2
2019-01-07,Uttarakhand,40.1
2019-01-07,HP,30.1
2019-01-07,J&K,53.3
2019-01-07,Chandigarh,4
2019-01-07,Chhattisgarh,73.1
2019-01-07,Gujarat,319.4
2019-01-07,MP,230.3
2019-01-07,Maharashtra,408.1
2019-01-07,Goa,12.7
2019-01-07,DNH,18.3
2019-01-07,Andhra Pradesh,166.4
2019-01-07,Telangana,191.9
2019-01-07,Karnataka,217.4
2019-01-07,Kerala,74.9
2019-01-07,Tamil Nadu,294.2
2019-01-07,Pondy,7
2019-01-07,Bihar,75.3
2019-01-07,Jharkhand,23.9
2019-01-07,Odisha,64
2019-01-07,West Bengal,109.3
2019-01-07,Sikkim,1.5
2019-01-07,Arunachal Pradesh,2.2
2019-01-07,Assam,21.4
2019-01-07,Manipur,2.5
2019-01-07,Meghalaya,6.1
2019-01-07,Mizoram,1.8
2019-01-07,Nagaland,2.3
2019-01-07,Tripura,3.3
2019-01-08,Punjab,107.5
2019-01-08,Haryana,121.4
2019-01-08,Rajasthan,237.2
2019-01-08,Delhi,69
2019-01-08,UP,289.4
2019-01-08,Uttarakhand,37
2019-01-08,HP,29.2
2019-01-08,J&K,51.2
2019-01-08,Chandigarh,3.8
2019-01-08,Chhattisgarh,74.2
2019-01-08,Gujarat,307.9
2019-01-08,MP,228.8
2019-01-08,Maharashtra,398.2
2019-01-08,Goa,10.9
2019-01-08,DNH,18.1
2019-01-08,Andhra Pradesh,160.8
2019-01-08,Telangana,190.8
2019-01-08,Karnataka,201
2019-01-08,Kerala,68.2
2019-01-08,Tamil Nadu,279.2
2019-01-08,Pondy,6.5
2019-01-08,Bihar,76.2
2019-01-08,Jharkhand,23.3
2019-01-08,Odisha,63.6
2019-01-08,West Bengal,102.9
2019-01-08,Sikkim,1.6
2019-01-08,Arunachal Pradesh,2.3
2019-01-08,Assam,20.7
2019-01-08,Manipur,2.6
2019-01-08,Meghalaya,6.2
2019-01-08,Mizoram,1.8
2019-01-08,Nagaland,2.1
2019-01-08,Tripura,3.3
2019-01-09,Punjab,132.5
2019-01-09,Haryana,148.2
2019-01-09,Rajasthan,197
2019-01-09,Delhi,89.2
2019-01-09,UP,258.6
2019-01-09,Uttarakhand,35.9
2019-01-09,HP,25.3
2019-01-09,J&K,37.9
2019-01-09,Chandigarh,3.9
2019-01-09,Chhattisgarh,77.2
2019-01-09,Gujarat,260
2019-01-09,MP,162.5
2019-01-09,Maharashtra,400.9
2019-01-09,Goa,12.1
2019-01-09,DNH,18
2019-01-09,Andhra Pradesh,163
2019-01-09,Telangana,167.5
2019-01-09,Karnataka,173.6
2019-01-09,Kerala,67.9
2019-01-09,Tamil Nadu,280.4
2019-01-09,Pondy,7.6
2019-01-09,Bihar,56.4
2019-01-09,Jharkhand,19.2
2019-01-09,Odisha,86.6
2019-01-09,West Bengal,131.7
2019-01-09,Sikkim,1.1
2019-01-09,Arunachal Pradesh,2.1
2019-01-09,Assam,25.8
2019-01-09,Manipur,2.3
2019-01-09,Meghalaya,6
2019-01-09,Mizoram,1.7
2019-01-09,Nagaland,2.4
2019-01-09,Tripura,4.2
2019-01-10,Punjab,131.5
2019-01-10,Haryana,157
2019-01-10,Rajasthan,199.9
2019-01-10,Delhi,92.8
2019-01-10,UP,284.2
2019-01-10,Uttarakhand,35.3
2019-01-10,HP,26.5
2019-01-10,J&K,31.7
2019-01-10,Chandigarh,3.9
2019-01-10,Chhattisgarh,79
2019-01-10,Gujarat,268.3
2019-01-10,MP,159.6
2019-01-10,Maharashtra,409.7
2019-01-10,Goa,12.1
2019-01-10,DNH,17.8
2019-01-10,Andhra Pradesh,168.8
2019-01-10,Telangana,173.4
2019-01-10,Karnataka,176
2019-01-10,Kerala,68.9
2019-01-10,Tamil Nadu,290.8
2019-01-10,Pondy,7.9
2019-01-10,Bihar,69.9
2019-01-10,Jharkhand,21.8
2019-01-10,Odisha,78.8
2019-01-10,West Bengal,140.1
2019-01-10,Sikkim,1.1
2019-01-10,Arunachal Pradesh,2.1
2019-01-10,Assam,25.8
2019-01-10,Manipur,2.4
2019-01-10,Meghalaya,6.2
2019-01-10,Mizoram,1.7
2019-01-10,Nagaland,2.1
2019-01-10,Tripura,4.3
2019-01-11,Punjab,130.3
2019-01-11,Haryana,145.3
2019-01-11,Rajasthan,187.7
2019-01-11,Delhi,79.5
2019-01-11,UP,281.4
2019-01-11,Uttarakhand,30.1
2019-01-11,HP,23.9
2019-01-11,J&K,37.3
2019-01-11,Chandigarh,3.4
2019-01-11,Chhattisgarh,80.7
2019-01-11,Gujarat,275
2019-01-11,MP,154.3
2019-01-11,Maharashtra,405.2
2019-01-11,Goa,12.1
2019-01-11,DNH,16.9
2019-01-11,Andhra Pradesh,167.7
2019-01-11,Telangana,166.7
2019-01-11,Karnataka,157
2019-01-11,Kerala,67.4
2019-01-11,Tamil Nadu,270.5
2019-01-11,Pondy,7.1
2019-01-11,Bihar,76.2
2019-01-11,Jharkhand,23.3
2019-01-11,Odisha,78.4
2019-01-11,West Bengal,149.8
2019-01-11,Sikkim,0.8
2019-01-11,Arunachal Pradesh,2.1
2019-01-11,Assam,27.9
2019-01-11,Manipur,2.4
2019-01-11,Meghalaya,6.2
2019-01-11,Mizoram,1.8
2019-01-11,Nagaland,2.1
2019-01-11,Tripura,4.3
2019-01-12,Punjab,137.9
2019-01-12,Haryana,151.9
2019-01-12,Rajasthan,189.9
2019-01-12,Delhi,92.6
2019-01-12,UP,298.6
2019-01-12,Uttarakhand,34.7
2019-01-12,HP,26.4
2019-01-12,J&K,34.6
2019-01-12,Chandigarh,4
2019-01-12,Chhattisgarh,85.2
2019-01-12,Gujarat,294.1
2019-01-12,MP,161.1
2019-01-12,Maharashtra,421.8
2019-01-12,Goa,12.2
2019-01-12,DNH,17.6
2019-01-12,Andhra Pradesh,168.1
2019-01-12,Telangana,173.2
2019-01-12,Karnataka,163.5
2019-01-12,Kerala,69.9
2019-01-12,Tamil Nadu,298.4
2019-01-12,Pondy,8
2019-01-12,Bihar,82.3
2019-01-12,Jharkhand,24.3
2019-01-12,Odisha,82.4
2019-01-12,West Bengal,154.7
2019-01-12,Sikkim,1
2019-01-12,Arunachal Pradesh,2.1
2019-01-12,Assam,30.1
2019-01-12,Manipur,2.5
2019-01-12,Meghalaya,6
2019-01-12,Mizoram,1.8
2019-01-12,Nagaland,2
2019-01-12,Tripura,4.6
2019-01-13,Punjab,135.8
2019-01-13,Haryana,141.4
2019-01-13,Rajasthan,186.9
2019-01-13,Delhi,89.4
2019-01-13,UP,310
2019-01-13,Uttarakhand,36.7
2019-01-13,HP,26.4
2019-01-13,J&K,32.7
2019-01-13,Chandigarh,3.8
2019-01-13,Chhattisgarh,87.6
2019-01-13,Gujarat,301.2
2019-01-13,MP,168.6
2019-01-13,Maharashtra,408.3
2019-01-13,Goa,12.4
2019-01-13,DNH,17.6
2019-01-13,Andhra Pradesh,164.9
2019-01-13,Telangana,176.9
2019-01-13,Karnataka,162.4
2019-01-13,Kerala,72.4
2019-01-13,Tamil Nadu,314.1
2019-01-13,Pondy,8.4
2019-01-13,Bihar,87.7
2019-01-13,Jharkhand,24.8
2019-01-13,Odisha,84.3
2019-01-13,West Bengal,155.3
2019-01-13,Sikkim,1
2019-01-13,Arunachal Pradesh,2.1
2019-01-13,Assam,30.1
2019-01-13,Manipur,2.5
2019-01-13,Meghalaya,5.9
2019-01-13,Mizoram,1.8
2019-01-13,Nagaland,2.2
2019-01-13,Tripura,4.8
2019-01-14,Punjab,139.3
2019-01-14,Haryana,143.8
2019-01-14,Rajasthan,195.2
2019-01-14,Delhi,82.2
2019-01-14,UP,319.5
2019-01-14,Uttarakhand,35.5
2019-01-14,HP,26.9
2019-01-14,J&K,37.6
2019-01-14,Chandigarh,3.5
2019-01-14,Chhattisgarh,89.6
2019-01-14,Gujarat,305.6
2019-01-14,MP,170.7
2019-01-14,Maharashtra,406.3
2019-01-14,Goa,12.4
2019-01-14,DNH,18.5
2019-01-14,Andhra Pradesh,163.3
2019-01-14,Telangana,177
2019-01-14,Karnataka,156.7
2019-01-14,Kerala,69.6
2019-01-14,Tamil Nadu,305.9
2019-01-14,Pondy,8.3
2019-01-14,Bihar,88.2
2019-01-14,Jharkhand,24.8
2019-01-14,Odisha,85.7
2019-01-14,West Bengal,143.9
2019-01-14,Sikkim,0.9
2019-01-14,Arunachal Pradesh,2.1
2019-01-14,Assam,31.7
2019-01-14,Manipur,2.5
2019-01-14,Meghalaya,5.4
2019-01-14,Mizoram,1.8
2019-01-14,Nagaland,2.1
2019-01-14,Tripura,5
2019-01-15,Punjab,141.1
2019-01-15,Haryana,142.9
2019-01-15,Rajasthan,185.4
2019-01-15,Delhi,77.8
2019-01-15,UP,326.7
2019-01-15,Uttarakhand,34.3
2019-01-15,HP,25.6
2019-01-15,J&K,39.5
2019-01-15,Chandigarh,3.2
2019-01-15,Chhattisgarh,88
2019-01-15,Gujarat,290.5
2019-01-15,MP,170.2
2019-01-15,Maharashtra,392.1
2019-01-15,Goa,12.4
2019-01-15,DNH,17.3
2019-01-15,Andhra Pradesh,160.7
2019-01-15,Telangana,174.3
2019-01-15,Karnataka,138.7
2019-01-15,Kerala,64.2
2019-01-15,Tamil Nadu,288.7
2019-01-15,Pondy,7.4
2019-01-15,Bihar,93.7
2019-01-15,Jharkhand,24.8
2019-01-15,Odisha,82.1
2019-01-15,West Bengal,143.4
2019-01-15,Sikkim,0.7
2019-01-15,Arunachal Pradesh,2.2
2019-01-15,Assam,29.2
2019-01-15,Manipur,2.5
2019-01-15,Meghalaya,5.2
2019-01-15,Mizoram,1.7
2019-01-15,Nagaland,2.2
2019-01-15,Tripura,4.8
2019-01-16,Punjab,231.9
2019-01-16,Haryana,180.5
2019-01-16,Rajasthan,175.3
2019-01-16,Delhi,111.8
2019-01-16,UP,399
2019-01-16,Uttarakhand,41
2019-01-16,HP,29.4
2019-01-16,J&K,41.8
2019-01-16,Chandigarh,6
2019-01-16,Chhattisgarh,89.2
2019-01-16,Gujarat,299.5
2019-01-16,MP,185.1
2019-01-16,Maharashtra,377.1
2019-01-16,Goa,11.3
2019-01-16,DNH,18.9
2019-01-16,Andhra Pradesh,155.2
2019-01-16,Telangana,161.3
2019-01-16,Karnataka,175.2
2019-01-16,Kerala,68.5
2019-01-16,Tamil Nadu,301.4
2019-01-16,Pondy,7.6
2019-01-16,Bihar,93.5
2019-01-16,Jharkhand,22.1
2019-01-16,Odisha,82.6
2019-01-16,West Bengal,152.9
2019-01-16,Sikkim,0.7
2019-01-16,Arunachal Pradesh,2.2
2019-01-16,Assam,31.3
2019-01-16,Manipur,2.3
2019-01-16,Meghalaya,5.6
2019-01-16,Mizoram,1.8
2019-01-16,Nagaland,2.2
2019-01-16,Tripura,5.8
2019-01-17,Punjab,253.8
2019-01-17,Haryana,196.4
2019-01-17,Rajasthan,197.2
2019-01-17,Delhi,115.6
2019-01-17,UP,412.5
2019-01-17,Uttarakhand,41.7
2019-01-17,HP,29.8
2019-01-17,J&K,42.3
2019-01-17,Chandigarh,5.6
2019-01-17,Chhattisgarh,83.5
2019-01-17,Gujarat,282
2019-01-17,MP,183.7
2019-01-17,Maharashtra,368.4
2019-01-17,Goa,11.3
2019-01-17,DNH,18.4
2019-01-17,Andhra Pradesh,161.8
2019-01-17,Telangana,156.5
2019-01-17,Karnataka,167.1
2019-01-17,Kerala,70.3
2019-01-17,Tamil Nadu,313.9
2019-01-17,Pondy,7.7
2019-01-17,Bihar,98.9
2019-01-17,Jharkhand,22.3
2019-01-17,Odisha,85.9
2019-01-17,West Bengal,167.7
2019-01-17,Sikkim,0.8
2019-01-17,Arunachal Pradesh,2.2
2019-01-17,Assam,33.1
2019-01-17,Manipur,2.5
2019-01-17,Meghalaya,5.5
2019-01-17,Mizoram,1.8
2019-01-17,Nagaland,2.2
2019-01-17,Tripura,4.2
2019-01-18,Punjab,236.4
2019-01-18,Haryana,193.9
2019-01-18,Rajasthan,209.8
2019-01-18,Delhi,117.9
2019-01-18,UP,426
2019-01-18,Uttarakhand,40.3
2019-01-18,HP,27.9
2019-01-18,J&K,36.7
2019-01-18,Chandigarh,5
2019-01-18,Chhattisgarh,82.2
2019-01-18,Gujarat,269.1
2019-01-18,MP,183.4
2019-01-18,Maharashtra,360.8
2019-01-18,Goa,11.3
2019-01-18,DNH,18.3
2019-01-18,Andhra Pradesh,169.9
2019-01-18,Telangana,169.4
2019-01-18,Karnataka,182.5
2019-01-18,Kerala,71.6
2019-01-18,Tamil Nadu,321.5
2019-01-18,Pondy,8.2
2019-01-18,Bihar,106.1
2019-01-18,Jharkhand,24.1
2019-01-18,Odisha,89.1
2019-01-18,West Bengal,175.9
2019-01-18,Sikkim,0.8
2019-01-18,Arunachal Pradesh,2.5
2019-01-18,Assam,32.5
2019-01-18,Manipur,2.5
2019-01-18,Meghalaya,5.8
2019-01-18,Mizoram,1.6
2019-01-18,Nagaland,2.3
2019-01-18,Tripura,4.3
2019-01-19,Punjab,229.8
2019-01-19,Haryana,201.8
2019-01-19,Rajasthan,197.6
2019-01-19,Delhi,121.9
2019-01-19,UP,437.9
2019-01-19,Uttarakhand,42.4
2019-01-19,HP,28.7
2019-01-19,J&K,38.5
2019-01-19,Chandigarh,5.3
2019-01-19,Chhattisgarh,86.8
2019-01-19,Gujarat,260.2
2019-01-19,MP,183.7
2019-01-19,Maharashtra,371.2
2019-01-19,Goa,11.8
2019-01-19,DNH,18.1
2019-01-19,Andhra Pradesh,166
2019-01-19,Telangana,171.8
2019-01-19,Karnataka,185
2019-01-19,Kerala,72.6
2019-01-19,Tamil Nadu,325.8
2019-01-19,Pondy,8.3
2019-01-19,Bihar,105.5
2019-01-19,Jharkhand,23.8
2019-01-19,Odisha,98.1
2019-01-19,West Bengal,180.6
2019-01-19,Sikkim,0.9
2019-01-19,Arunachal Pradesh,2.4
2019-01-19,Assam,31.4
2019-01-19,Manipur,2.6
2019-01-19,Meghalaya,5.6
2019-01-19,Mizoram,1.6
2019-01-19,Nagaland,2.2
2019-01-19,Tripura,4.8
2019-01-20,Punjab,195
2019-01-20,Haryana,192.3
2019-01-20,Rajasthan,197.6
2019-01-20,Delhi,121.7
2019-01-20,UP,428.3
2019-01-20,Uttarakhand,42.4
2019-01-20,HP,28.1
2019-01-20,J&K,40.4
2019-01-20,Chandigarh,5.1
2019-01-20,Chhattisgarh,90
2019-01-20,Gujarat,273.8
2019-01-20,MP,189.3
2019-01-20,Maharashtra,362.4
2019-01-20,Goa,11.8
2019-01-20,DNH,17.7
2019-01-20,Andhra Pradesh,153.9
2019-01-20,Telangana,152
2019-01-20,Karnataka,184.7
2019-01-20,Kerala,72.4
2019-01-20,Tamil Nadu,325.4
2019-01-20,Pondy,8.3
2019-01-20,Bihar,106.7
2019-01-20,Jharkhand,25
2019-01-20,Odisha,96.5
2019-01-20,West Bengal,178.9
2019-01-20,Sikkim,0.9
2019-01-20,Arunachal Pradesh,2.1
2019-01-20,Assam,33
2019-01-20,Manipur,2.6
2019-01-20,Meghalaya,5.6
2019-01-20,Mizoram,1.7
2019-01-20,Nagaland,2.2
2019-01-20,Tripura,5.5
2019-01-21,Punjab,207.1
2019-01-21,Haryana,182.9
2019-01-21,Rajasthan,189.7
2019-01-21,Delhi,112.2
2019-01-21,UP,407.9
2019-01-21,Uttarakhand,39.8
2019-01-21,HP,28.8
2019-01-21,J&K,41.7
2019-01-21,Chandigarh,5.2
2019-01-21,Chhattisgarh,87.5
2019-01-21,Gujarat,276.7
2019-01-21,MP,187.9
2019-01-21,Maharashtra,356.6
2019-01-21,Goa,11.8
2019-01-21,DNH,17.9
2019-01-21,Andhra Pradesh,153.3
2019-01-21,Telangana,144.5
2019-01-21,Karnataka,179.9
2019-01-21,Kerala,72.1
2019-01-21,Tamil Nadu,311.5
2019-01-21,Pondy,8
2019-01-21,Bihar,109.1
2019-01-21,Jharkhand,24.8
2019-01-21,Odisha,97.6
2019-01-21,West Bengal,178.9
2019-01-21,Sikkim,0.8
2019-01-21,Arunachal Pradesh,2.2
2019-01-21,Assam,34.3
2019-01-21,Manipur,2.7
2019-01-21,Meghalaya,5.7
2019-01-21,Mizoram,1.8
2019-01-21,Nagaland,2.3
2019-01-21,Tripura,5.4
2019-01-22,Punjab,218.9
2019-01-22,Haryana,178.2
2019-01-22,Rajasthan,191.9
2019-01-22,Delhi,108
2019-01-22,UP,417.1
2019-01-22,Uttarakhand,38.8
2019-01-22,HP,26.5
2019-01-22,J&K,42.5
2019-01-22,Chandigarh,5.1
2019-01-22,Chhattisgarh,90.2
2019-01-22,Gujarat,263.5
2019-01-22,MP,188.2
2019-01-22,Maharashtra,330.8
2019-01-22,Goa,8.2
2019-01-22,DNH,16.3
2019-01-22,Andhra Pradesh,152.6
2019-01-22,Telangana,150.3
2019-01-22,Karnataka,157.5
2019-01-22,Kerala,65.5
2019-01-22,Tamil Nadu,295.3
2019-01-22,Pondy,7.6
2019-01-22,Bihar,111
2019-01-22,Jharkhand,23.8
2019-01-22,Odisha,97.2
2019-01-22,West Bengal,173
2019-01-22,Sikkim,0.6
2019-01-22,Arunachal Pradesh,2.3
2019-01-22,Assam,33.3
2019-01-22,Manipur,2.5
2019-01-22,Meghalaya,5.7
2019-01-22,Mizoram,1.8
2019-01-22,Nagaland,2.4
2019-01-22,Tripura,4.9
2019-01-23,Punjab,136
2019-01-23,Haryana,150.5
2019-01-23,Rajasthan,227.2
2019-01-23,Delhi,109.3
2019-01-23,UP,395.8
2019-01-23,Uttarakhand,41.5
2019-01-23,HP,27.3
2019-01-23,J&K,44.3
2019-01-23,Chandigarh,4.8
2019-01-23,Chhattisgarh,105.7
2019-01-23,Gujarat,391.4
2019-01-23,MP,219.7
2019-01-23,Maharashtra,499.4
2019-01-23,Goa,13.5
2019-01-23,DNH,18.9
2019-01-23,Andhra Pradesh,194.9
2019-01-23,Telangana,175
2019-01-23,Karnataka,230.1
2019-01-23,Kerala,82.3
2019-01-23,Tamil Nadu,340.6
2019-01-23,Pondy,8.9
2019-01-23,Bihar,101.7
2019-01-23,Jharkhand,27.5
2019-01-23,Odisha,97.1
2019-01-23,West Bengal,183.4
2019-01-23,Sikkim,1.1
2019-01-23,Arunachal Pradesh,2.2
2019-01-23,Assam,22.5
2019-01-23,Manipur,1.8
2019-01-23,Meghalaya,5.6
2019-01-23,Mizoram,1.8
2019-01-23,Nagaland,2.2
2019-01-23,Tripura,5.5
2019-01-24,Punjab,132.5
2019-01-24,Haryana,154.7
2019-01-24,Rajasthan,231.6
2019-01-24,Delhi,111.9
2019-01-24,UP,410.9
2019-01-24,Uttarakhand,41.8
2019-01-24,HP,27.6
2019-01-24,J&K,43.9
2019-01-24,Chandigarh,5
2019-01-24,Chhattisgarh,105.9
2019-01-24,Gujarat,385.3
2019-01-24,MP,219.7
2019-01-24,Maharashtra,508.9
2019-01-24,Goa,13.5
2019-01-24,DNH,18.8
2019-01-24,Andhra Pradesh,193.7
2019-01-24,Telangana,177.3
2019-01-24,Karnataka,214.8
2019-01-24,Kerala,79.5
2019-01-24,Tamil Nadu,332.7
2019-01-24,Pondy,9.1
2019-01-24,Bihar,105
2019-01-24,Jharkhand,25.9
2019-01-24,Odisha,98
2019-01-24,West Bengal,175.5
2019-01-24,Sikkim,1.2
2019-01-24,Arunachal Pradesh,2.3
2019-01-24,Assam,21.3
2019-01-24,Manipur,2.5
2019-01-24,Meghalaya,5.6
2019-01-24,Mizoram,1.6
2019-01-24,Nagaland,2.2
2019-01-24,Tripura,4.5
2019-01-25,Punjab,134.3
2019-01-25,Haryana,155.2
2019-01-25,Rajasthan,232.4
2019-01-25,Delhi,114.2
2019-01-25,UP,408.7
2019-01-25,Uttarakhand,40.2
2019-01-25,HP,25.7
2019-01-25,J&K,43.7
2019-01-25,Chandigarh,5.1
2019-01-25,Chhattisgarh,103.7
2019-01-25,Gujarat,380.2
2019-01-25,MP,218.4
2019-01-25,Maharashtra,456
2019-01-25,Goa,13.5
2019-01-25,DNH,17.4
2019-01-25,Andhra Pradesh,176.4
2019-01-25,Telangana,160.9
2019-01-25,Karnataka,180.6
2019-01-25,Kerala,74.8
2019-01-25,Tamil Nadu,298.4
2019-01-25,Pondy,6.6
2019-01-25,Bihar,102.1
2019-01-25,Jharkhand,23.2
2019-01-25,Odisha,97.1
2019-01-25,West Bengal,161.2
2019-01-25,Sikkim,0.9
2019-01-25,Arunachal Pradesh,2.2
2019-01-25,Assam,18.7
2019-01-25,Manipur,2.4
2019-01-25,Meghalaya,4.9
2019-01-25,Mizoram,1.7
2019-01-25,Nagaland,2.1
2019-01-25,Tripura,4.9
2019-01-26,Punjab,135.9
2019-01-26,Haryana,143.2
2019-01-26,Rajasthan,229.6
2019-01-26,Delhi,112.7
2019-01-26,UP,373.4
2019-01-26,Uttarakhand,35.5
2019-01-26,HP,26.2
2019-01-26,J&K,43.1
2019-01-26,Chandigarh,4.7
2019-01-26,Chhattisgarh,105.8
2019-01-26,Gujarat,380.6
2019-01-26,MP,219.8
2019-01-26,Maharashtra,485.9
2019-01-26,Goa,13.5
2019-01-26,DNH,18.1
2019-01-26,Andhra Pradesh,172.4
2019-01-26,Telangana,165.2
2019-01-26,Karnataka,209.6
2019-01-26,Kerala,80.7
2019-01-26,Tamil Nadu,330
2019-01-26,Pondy,7.4
2019-01-26,Bihar,100.1
2019-01-26,Jharkhand,25
2019-01-26,Odisha,87.7
2019-01-26,West Bengal,169.5
2019-01-26,Sikkim,1.2
2019-01-26,Arunachal Pradesh,2.2
2019-01-26,Assam,22.3
2019-01-26,Manipur,2.4
2019-01-26,Meghalaya,5.6
2019-01-26,Mizoram,1.6
2019-01-26,Nagaland,2.2
2019-01-26,Tripura,5.4
2019-01-27,Punjab,141.2
2019-01-27,Haryana,138.9
2019-01-27,Rajasthan,226.9
2019-01-27,Delhi,105
2019-01-27,UP,341.6
2019-01-27,Uttarakhand,37.9
2019-01-27,HP,27
2019-01-27,J&K,45.3
2019-01-27,Chandigarh,4.7
2019-01-27,Chhattisgarh,98.3
2019-01-27,Gujarat,379.4
2019-01-27,MP,212.8
2019-01-27,Maharashtra,485.2
2019-01-27,Goa,13.5
